context_id|question|answer|Type|侧重逻辑 (Rationale)
2862|who was born first Brian Trenchard-Smith or James Bridges ?|James Bridges|Comparative|结构与语义的平衡博弈
2863|In what year did Dorothy Vaughan, one of the women featured in the 2016 non-fiction book, Hidden Figures, become acting supervisor of the West Area Computers?|1949 |Retrieval|语义优先，兼顾实体锚点
2864|What is the name of the aeronautical engineer who was depicted in the movie The Right Stuff?|Jack Ridley|Reasoning|结构主导，多跳路径发现
2865|Double Take is an action comedy film, released in which year, starring Eddie Griffin and Orlando Jones, the supporting cast includes Gary Grubbs, an American actor?|2001|Retrieval|语义优先，兼顾实体锚点
2866|"In what year did the band whose song ""Rattled by the Rush"" was the first single for its third album, ""Wowee Zowee,"" go on a well-received reunion tour?"|2010|Reasoning|结构主导，多跳路径发现
2867|The Big Game is aired against which American sitcom on ATV-0?|Hogan's Heroes|Reasoning|结构主导，多跳路径发现
2868|The Rookie stars which actress of Australian heritage?|Rachel Anne Griffiths|Reasoning|结构主导，多跳路径发现
2869|"What movie cast by Bernard Telsey was based on William Shakespeare's play ""Twelfth Night""?"|All Shook Up|Reasoning|结构主导，多跳路径发现
2870|Which Wisconsin Badgers player won a Heismann trophy and was elected to the Pro Bowl in each of their first four seasons?|Alan Ameche|Reasoning|结构主导，多跳路径发现
2871|Shirley Collado is the president of the college located in what state?|New York|Reasoning|结构主导，多跳路径发现
2872|E'Shun Melvin was the voice of Young Boyd on Teen Wolf  developed by Jeff Davis for what television network|MTV|Reasoning|结构主导，多跳路径发现
2873|Are Arthropodium and Peraphyllum in the same family?|no|Comparative|结构与语义的平衡博弈
2874|Which is farther north,  Kundol Lake or Śniardwy?|Śniardwy|Comparative|结构与语义的平衡博弈
2875|"What year was the actress who played Sophia Petrillo's daughter in the TV series ""Golden Girls"" born in?"|1922|Reasoning|结构主导，多跳路径发现
2876|What sport do both the 2017 EFL League One play-off Final and the 2017–18 EFL Championship have in common?|football|Comparative|结构与语义的平衡博弈
2877|What is the name of the famous dancer, taught by Richard Thomas, that formed her own dance company in 1966?|Twyla Tharp|Reasoning|结构主导，多跳路径发现
2878|Are the American based Apple Inc. and Vertex Pharmaceuticals companies headquartered in the same city?|no|Comparative|结构与语义的平衡博弈
2879|Are Sophie Ellis-Bextor and Jo Kwon both models?|no|Comparative|结构与语义的平衡博弈
2880|RAF Skellingthorpe was operational during the war that lasted during what time frame?|1939 to 1945|Reasoning|结构主导，多跳路径发现
2881|What series that Shayna Fox was a voice actress in was created by Arlene Klasky and Gábor Csupó?|Rocket Power|Reasoning|结构主导，多跳路径发现
2882|Which Cracker album included  musical accompaniment by a band native to Boulder, Colorado?|O' Cracker Where Art Thou?|Reasoning|结构主导，多跳路径发现
2883|Who is the current guitarist for the band that released the album This Is Your Way Out?|ER White|Reasoning|结构主导，多跳路径发现
2884|The Toccata and Fugue in D minor, BWV 538, is an organ piece by Johann Sebastian Bach, like the better-known BWV 565, the Toccata and Fugue in D minor, BWV 565, is a piece of organ music written, according to its oldest extant sources, by who?|Johann Sebastian Bach |Retrieval|语义优先，兼顾实体锚点
2885|The world premiere of the movie starring a co-founder of United Artists film studio was shown at a theatre in what city?|Ottawa|Reasoning|结构主导，多跳路径发现
2886|"What  is a 2013 horror omnibus film made up of four episodes by four South Korean directors, that had an actor kownfor his leading roles in the television series ""Shut Up Flower Boy Band"" ?"|Horror Stories 2|Retrieval|语义优先，兼顾实体锚点
2887|The American actor who won the Academy Award for Best Actor in 1980 also starred in a 2003 crime drama directed by who?|James Foley|Reasoning|结构主导，多跳路径发现
2888|The field tensor was introduced by a mathematician and professor who had taught at which three universities?|Königsberg, Zürich and Göttingen|Reasoning|结构主导，多跳路径发现
2889|In what year was the actress who portrayed Tiffany Valentine-Ray born?|1958|Reasoning|结构主导，多跳路径发现
2890|Who is known, with Eugene O'Neill and Arthur Miller, as one of the three foremost American dramatists of the 20th century, Tennessee Williams or Anita Shreve?|"""Tennessee"" Williams"|Comparative|结构与语义的平衡博弈
2891|Save Me is a song by the group that was part of the genre that evolved from disco in what timeframe?|later 1970s|Reasoning|结构主导，多跳路径发现
2892|Kastles Stadium at The Wharf had a ribbon-cutting ceremony attended by the current commissioner of what organization?|World TeamTennis|Reasoning|结构主导，多跳路径发现
2893|Who lived longer, Al-Ghazali or Averroes (Ibn Rushd)?|Ibn Rushd|Comparative|结构与语义的平衡博弈
2894|Who is the leader of the Network Italy faction within Popular Alternative?|Roberto Formigoni|Retrieval|语义优先，兼顾实体锚点
2895|Do the Sparaxis and Campanula come from the same family genus?|no|Comparative|结构与语义的平衡博弈
2896|What type of group does 1946 National League tie-breaker series and 1946 Brooklyn Dodgers season have in common?|teams|Comparative|结构与语义的平衡博弈
2897|The Iron Gate breaks up the mountains between Samarkand and a province which is 20 kilometers northwest of what provincial capital?|Mazar-e Sharif|Reasoning|结构主导，多跳路径发现
2898|Which was an American actor, Mack V. Wright or Kurt Neumann?|Mack V. Wright|Comparative|结构与语义的平衡博弈
2899|Who was born first, Sherman Alexie or Adunis?|Adunis|Comparative|结构与语义的平衡博弈
2900|Peter Rufai attended which movie premier on September 25, 1016?|A Trip to Jamaica|Reasoning|结构主导，多跳路径发现
2901|who is younger Joakim Nyström or Kimberly Po ?|Kimberly Po-Messerli|Comparative|结构与语义的平衡博弈
2902|Who resigned as the Welsh Assembly Member for the North Wales region to represent Eddisbury in the House of Commons in the UK Parliament in 2015?|Antoinette Sandbach|Retrieval|语义优先，兼顾实体锚点
2903|"How many original games are there in the tactical role-playing video game franchise developed by the same Japanese company who developed the ""Wars"" series of games?"|twelve|Reasoning|结构主导，多跳路径发现
2904|What is the nationality of the man who Andry Thysse challenged for the World Boxing Council International super middleweight title|Danish|Reasoning|结构主导，多跳路径发现
2905|Name the member of Ratt that has played music with Dario Seixas Filho and Firedome?|Stephen Pearcy|Retrieval|语义优先，兼顾实体锚点
2906|Which two major Australian cities would Thora be in between?|Sydney and Brisbane|Reasoning|结构主导，多跳路径发现
2907|In which american sitcom with  247 episodes did Jeff Mooring appeared?|Jeff Mooring|Retrieval|语义优先，兼顾实体锚点
2908|What date was the Auatrailian politiican who has been a member of the Australian House of Representatives since 1996 swarn into the 68th ministry of the Austrailing government?|27 June 2013|Retrieval|语义优先，兼顾实体锚点
2909|What southern part of the Kingdom of Slavonia straddled the borderland of the Habsburg Monarchy?|The Military Frontier|Retrieval|语义优先，兼顾实体锚点
2910|Say Yes is the 12th episode of the horror series shown on which cable network?|AMC|Reasoning|结构主导，多跳路径发现
2911|Are Jan Bucquoy and Richard Linklater of the same nationality?|no|Comparative|结构与语义的平衡博弈
2912|"Wild About Harry is a comedy album by ""The Bob & Tom Show"", which was first released in November 2003, this CD's theme is honoring the many people who do impersonations of late sportscaster Harry Caray, was an American sportscaster on radio and television, and died in which year?"|1998|Retrieval|语义优先，兼顾实体锚点
2913|What insurance company was established in 1797 and occupied an office which now houses a restaurant and flats?|Norwich Union|Retrieval|语义优先，兼顾实体锚点
2914|How many times has Maciej Sulęcki's adviser won Boxing Writers of America Manager of the Year Award?|twice|Reasoning|结构主导，多跳路径发现
2915|What former United States Army soldier and related to WikiLeaks-related Twitter court orders?|Chelsea Manning |Retrieval|语义优先，兼顾实体锚点
2916|"What animated film, released in 1955, was also parodied in ""The Simpsons"" episode ""Love Sprinfieldian Style""?"|Lady and the Tramp |Reasoning|结构主导，多跳路径发现
2917|Which band has more members, The Postal Service or Missio?|The Postal Service|Comparative|结构与语义的平衡博弈
2918|American actor and musician Sam Witwer stars on the supernatural television series, Being Human, which is a remake of a show with the same name, featured on what network?|BBC|Reasoning|结构主导，多跳路径发现
2919|The Burlington Mall is a large, two-story, indoor shopping mall complex located off Route 3 and Route 128 in Burlington, Massachusetts, the mall is one of many shopping venues in the Middlesex County area, including which 115 store shopping mall located along US Route 1 (Broadway) between Main Street and Essex Street in Saugus, Massachusetts?|Square One Mall|Retrieval|语义优先，兼顾实体锚点
2920|Lost Lettermen is a sports weblog and database, which regularly interviews former college stars like what American football coach and former quarterback played in the NFL and Canadian Football League?|Tee Martin|Retrieval|语义优先，兼顾实体锚点
2921|Which team did the head coach of the 1985 Oklahoma Sooners lead to a Super Bowl victory ?|the Dallas Cowboys|Reasoning|结构主导，多跳路径发现
2922|Between Recovery Child and Siouxsie and the Banshees, which band was formed in London?|Siouxsie and the Banshees|Comparative|结构与语义的平衡博弈
2923|"Who wrote the 2013 episode of the TV show Modern Family that was directed by the actor who played Kevin Arnold in ""The Wonder Years""?"|Ben Karlin|Reasoning|结构主导，多跳路径发现
2924|Were the documentaries Bears and Aliens of the Deep filmed in the same locations?|no|Comparative|结构与语义的平衡博弈
2925|"Who wrote the theatrical comedy referenced in the subtitle of The Guilty Mother as ""the other""?"|Molière|Reasoning|结构主导，多跳路径发现
2926|When was the Prime Minister of Australia born who defeated Abbott in 14 September 2015?|24 October 1954|Reasoning|结构主导，多跳路径发现
2927|"Which rocket propelled weapon, sometimes referred to as the ""Stovepipe,"" did Colonel Leslie Alfred Skinner help develop?"|Bazooka |Retrieval|语义优先，兼顾实体锚点
2928|"Which Archduke of Austria-Este was assassinated by Bosian Serb, Mihajlo ""Miško"" Jovanović?"|Archduke of Austria-Este|Retrieval|语义优先，兼顾实体锚点
2929|"Mike Moh was cast as Triton in ""Marvel's Inhumans"", an American television series created by Scott Buck for what television network?"|ABC|Retrieval|语义优先，兼顾实体锚点
2930|"The actress that plays Sarah Hurst in ""Easy Virtue"" stars with Dervla Kirwan in a 2012 supernatural thriller film written by who?"|Steve Stone|Reasoning|结构主导，多跳路径发现
2931|Sweethearts features which stand-up comedian in a supporting role?|Margaret Moran Cho|Reasoning|结构主导，多跳路径发现
2932|What is the year of the event which orrurred first, John Reger was born, or the Washington Redskins began playing football?|1931|Comparative|结构与语义的平衡博弈
2933|Who was the manager of the Beatles who was portrayed in a stage play by Andrew Lancel?|Brian Samuel Epstein|Retrieval|语义优先，兼顾实体锚点
2934|Which genus has more species, Geissorhiza or Stenocarpus?|Geissorhiza|Comparative|结构与语义的平衡博弈
2935|What is the literal name for this 2015 Hong Kong romantic comedy television drama starring Miss Hong Kong 2004?|Harmony Is Precious|Reasoning|结构主导，多跳路径发现
2936|Who directed a 1986 American science-fiction comedy starring Tommy Swerdlow?|Willard Huyck|Reasoning|结构主导，多跳路径发现
2937|As of 2016, how many locations does the barbeque restaurant that was founded by a former Assistant Secretary - Indian Affairs have?|170 locations|Reasoning|结构主导，多跳路径发现
2938|Sir Alec Guiness played Professor Godbole in a movie that was based on a novel by what author?|E.M. Forster|Reasoning|结构主导，多跳路径发现
2939|What is the American media company that produced The Hobbit: The Desolation of Smaug in collaboration with WingNut Films and New Line Cinema?|Metro-Goldwyn-Mayer Studios Inc.|Reasoning|结构主导，多跳路径发现
2940|Following a season in which the Sacramento Kings won three of their first four games before proceeding to lose 12 of their next 13 games, who signed for the Phoenix Suns?|Wayman Tisdale|Retrieval|语义优先，兼顾实体锚点
2941|Containing 498 shops, what shopping centre marks the beginning of the Westfield Sydney to Melbourne Ultramarathon?|Westfield Parramatta|Retrieval|语义优先，兼顾实体锚点
2942|Who is the actor in the miniseries Olive Kitteridge who was also starring actor in the movie Caddyshack?|Bill Murray |Reasoning|结构主导，多跳路径发现
2943|Which suburb in the Northern Region of Ghana that created Sagnarigu district was Yakubu II born?|Tamale|Reasoning|结构主导，多跳路径发现
2944|Which French boxer defeated Hussein Ishaish at the 2016 Summer Olympics as an amateur?|Tony Yoka|Retrieval|语义优先，兼顾实体锚点
2945|Which musician during the earliest period covered in Time Waits for No One: Anthology 1971–1977 had the first full-length appearance on a Rolling Stones album?|Mick Taylor|Retrieval|语义优先，兼顾实体锚点
2946|Where was the public high school at which Freddie James became the head coach located?|Oak Cliff area of Dallas|Reasoning|结构主导，多跳路径发现
2947|The MTV Europe Music Award for Best Song was first award to a song performed by who?|Youssou N'Dour and Neneh Cherry|Retrieval|语义优先，兼顾实体锚点
2948|Which director has produced 34 films since 1983: Spike Lee or Manny Coto?|"Jackson ""Spike"" Lee"|Comparative|结构与语义的平衡博弈
2949|Robert L. Priddy - he comes from the United States and has founded a number of airline companies such as ValuJet or which American low-cost airline that operates scheduled and charter flights?|Allegiant Air|Retrieval|语义优先，兼顾实体锚点
2950|"What is the year exact date that the Linkin Park album with the song ""Wretches and Kings"" released?"|September 8, 2010|Reasoning|结构主导，多跳路径发现
2951|Republic New York Corporation was the holding company for the Republic National Bank of New York and the Safra Republic Bank, Republic New York Corporation was sold shortly after its chairman's death to HSBC Bank USA, the US subsidiary of which British multinational banking and financial services holding company, tracing its origin to a hong in Hong Kong?|HSBC Holdings PLC|Retrieval|语义优先，兼顾实体锚点
2952|Where is the team that Federico Agliardi plays for based?|Romagna|Reasoning|结构主导，多跳路径发现
2953|Jan van Aken is a writer belonging to which Germanic ethnic group native to the Netherlands?|Dutch people|Retrieval|语义优先，兼顾实体锚点
2954|Virgil Widrich and Bernard Rose, have which mutual occupation?|director|Comparative|结构与语义的平衡博弈
2955|Ticket to the Moon was a song written by which English rock band?|Electric Light Orchestra|Retrieval|语义优先，兼顾实体锚点
2956|"What was the second album by the singer who was a client of Andros Rodriguez, and whose debut album was  ""Santogold""?"|"""Master of My Make-Believe"""|Reasoning|结构主导，多跳路径发现
2957|When was the group attacked in the attack on the Four Square Laundry formed?|summer of 1971|Reasoning|结构主导，多跳路径发现
2958|Are Colorado River Aqueduct and Eastside Canal both in the same state?|yes|Comparative|结构与语义的平衡博弈
2959|Krasnodar Krai Police, is the main law enforcement agency in Southern Russia, controlled system by which state or community term, commonly called, what?|Government|Retrieval|语义优先，兼顾实体锚点
2960|"""Different for Girls"" is a song by Dierks Bentley that features an American singer who released her debut album on what date?"|February 17, 2015|Reasoning|结构主导，多跳路径发现
2961|Who was born first, Muhammad Iqbal or Ali Qushji?|Ali Qushji|Comparative|结构与语义的平衡博弈
2962|What is the name of the South Korean actor who is well known for his role in the 2016 South Korean television series W and starred alongside Han Hyo-joo?|Lee Jong-suk|Retrieval|语义优先，兼顾实体锚点
2963|Ethan Tecumseh Vishniac (born 1955) is an American astrophysicist, his wife Ilene Busch-Vishniac, the ninth president of the University of Saskatchewan (2012-2014), was previously Dean of the Faculty of Engineering at which American entrepreneur, abolitionist and philanthropist of 19th-century Baltimore, Maryland?|Johns Hopkins|Reasoning|结构主导，多跳路径发现
2964|Which Riviera Partners' clientele is located in Las Vegas, Nevada?|Zappos|Reasoning|结构主导，多跳路径发现
2965|"Which documentary film was released first: ""Flying Padre"", or ""Rembrandt's J'Accuse""?"|Flying Padre|Comparative|结构与语义的平衡博弈
2966|"What are the accounting companies that make up the ""Big Four"" excluding Ernst & Young?"|PricewaterhouseCoopers, Deloitte Touche Tohmatsu |Retrieval|语义优先，兼顾实体锚点
2967|What nationality is the man whom Vladimir Kozlov won the WWE Tag Team Championship with?|Canadian|Reasoning|结构主导，多跳路径发现
2968|Who was the coach for the team that won the 2004 Sugar Bowl?|Nick Saban|Reasoning|结构主导，多跳路径发现
2969|Which is from farther west, The Commuters or Amplifier?|The Commuters|Comparative|结构与语义的平衡博弈
2970|The Northumbrian Dialect was spoken in a kingdom whose name reflects what approximate southern limit to the kingdom's territory?|the Humber estuary|Retrieval|语义优先，兼顾实体锚点
2971|The Capital District, also known as the Capital Region, refers to the metropolitan area surrounding Albany, the capital of the U.S. state of New York, in the 21st century, the Capital District has emerged as a major anchor, of which marketing name for the eastern part of the U.S. state of New York, encompassing the Capital District and the Hudson Valley?|Tech Valley|Retrieval|语义优先，兼顾实体锚点
2972|Which was founded first, Pomona College or Brown University?|Brown University|Comparative|结构与语义的平衡博弈
2973|Who did the man who played Mick Carter in EastEnders play in Human Traffic?|Moff|Reasoning|结构主导，多跳路径发现
2974|Where was the owner of FAME Studios inducted in 1985 after having Ray Whitley single What Kind of Fool recorded at his studio?|Alabama Music Hall of Fame|Reasoning|结构主导，多跳路径发现
2975|"What television series was an adaptation of a novel and had a character played by an actress who is also known for her roles on ""ER"" and ""Desparate Housewives""?"|"""Pretty Little Liars"""|Reasoning|结构主导，多跳路径发现
2976|"This character in the historical drama legal thriller film ""Bridge of Spies"" was born on July 11, 1903."|Rudolf Ivanovich Abel|Retrieval|语义优先，兼顾实体锚点
2977|"Dutch pornographic actress ""Bobbi Eden"" modeled for this monthly American pornographic magazine which is a spin-off publication of another magazine from which country?"|United Kingdom|Reasoning|结构主导，多跳路径发现
2978|What city is the head office of József Váradi's airline located in?|Budapest|Reasoning|结构主导，多跳路径发现
2979|Which Coyote Sister member is related to singer in the Mamas & the Papas?|Leah Kunkel|Reasoning|结构主导，多跳路径发现
2980|Which widely acclaimed singer on the soundtrack of Ramu defined feminism in South Indian Cinema?|P. Susheela|Retrieval|语义优先，兼顾实体锚点
2981|What church based in Egypt, Northeast Africa and the Middle East, also features the former Christian diocese, Diocese of Buto?|Coptic Orthodox Church of Alexandria|Retrieval|语义优先，兼顾实体锚点
2982|What is the name of a volunteer that killed 3 and injured more than 60, in what came to be know as the Milltown Cemetery attack?|Michael Stone|Retrieval|语义优先，兼顾实体锚点
2983|What year was the actor who played Sherlock Holmes in Sherlock born?|1976|Reasoning|结构主导，多跳路径发现
2984|The first person to interpret Reasoning quantum mechanics has worked in what countries?|Italy, the United States and since 2000, in France|Reasoning|结构主导，多跳路径发现
2985|What national French film award was given to actress Isabelle Adjani in 2010?|César Award|Retrieval|语义优先，兼顾实体锚点
2986|Rabinjan is located between Samarkand and a city located on what famous road that runs between China and the Mediterranean?|Silk Road|Reasoning|结构主导，多跳路径发现
2987|Murabaḥah is a term for a sales contract where the buyer and seller agree on the markup, the ratio between the cost of a good or service and what?|its selling price|Retrieval|语义优先，兼顾实体锚点
2988|Where did the play by an award-winning American actor and an accomplished playwright premiere where it broke box office records and garnered critical acclaim?|Portland Stage Company|Reasoning|结构主导，多跳路径发现
2989|When was the author after which Thiele Highway was named born?|16 November 1920|Reasoning|结构主导，多跳路径发现
2990|On which Portuguese island has the largest European airline by scheduled passengers flown had a base since 2015?|São Miguel|Reasoning|结构主导，多跳路径发现
2991|Micah Ohlman earned a spot on the 1992 team that plays in what Nevada city?|Paradise|Reasoning|结构主导，多跳路径发现
2992|Who wrote the musical in which Edwin Gagiano won a Best Actor Award?|Neil Gooding|Reasoning|结构主导，多跳路径发现
2993|how is Victor Oladipo and NBA All-Rookie Team connected?|basketball|Reasoning|结构主导，多跳路径发现
2994|Interbol, is an international space project under the leadership of which organization, and the Space Research Institute of the Russian Academy of Sciences, the goal of the project is to study the correlations between which item, can simply be considered as a gaseous mixture of negatively charged electrons and highly charged positive ions, however, true plasma production is from the distinct separation of these ions and electrons that produces an electric field, which in turn, produces electric currents and magnetic fields, in the tail of the magnetosphere and in the Van Allen radiation belt?|Russian Space Agency|Retrieval|语义优先，兼顾实体锚点
2995|Where is the company located that produced the 2006 James Bond movie Casino Royale?|based in London's Piccadilly and also operates from Pinewood Studios in the United Kingdom|Reasoning|结构主导，多跳路径发现
2996|The network that aired People in Conflict spent several years trailing what rival network?|Global Television Network|Reasoning|结构主导，多跳路径发现
2997|Although they come from different countries, what genre of music do the bands Freeze the Atlantic and She Wants Revenge play?|rock|Comparative|结构与语义的平衡博弈
2998|"Caged No More is a 2016 American drama film directed by Lisa Arnold, the film stars which American actress and singer, (born August 21, 1949) , is best known for her roles as Marla Hendricks, in the Fox drama series, ""Boston Public""?"|Loretta Devine|Reasoning|结构主导，多跳路径发现
2999|Do Guy Hamilton and Spike Jonze have the same nationality?|no|Comparative|结构与语义的平衡博弈
3000|what is the name of justin bieber brother?|Jaxon Bieber|Retrieval|语义优先，兼顾实体锚点
3001|what character did natalie portman play in star wars?|Padmé Amidala|Retrieval|语义优先，兼顾实体锚点
3002|what country is the grand bahama island in?|Bahamas|Retrieval|语义优先，兼顾实体锚点
3003|what kind of money to take to bahamas?|Bahamian dollar|Retrieval|语义优先，兼顾实体锚点
3004|what character did john noble play in lord of the rings?|Denethor II|Retrieval|语义优先，兼顾实体锚点
3005|who does joakim noah play for?|Chicago Bulls|Retrieval|语义优先，兼顾实体锚点
3006|where are the nfl redskins from?|Washington, D.C.|Retrieval|语义优先，兼顾实体锚点
3007|where did saki live?|Sittwe|Retrieval|语义优先，兼顾实体锚点
3008|how old is sacha baron cohen?|1971-10-13|Retrieval|语义优先，兼顾实体锚点
3009|what time zone am i in cleveland ohio?|Eastern Time Zone|Retrieval|语义优先，兼顾实体锚点
3010|who did draco malloy end up marrying?|Astoria Greengrass|Retrieval|语义优先，兼顾实体锚点
3011|which countries border the us?|Canada, Mexico|Retrieval|语义优先，兼顾实体锚点
3012|where is rome italy located on a map?|Italy, Lazio, Province of Rome|Retrieval|语义优先，兼顾实体锚点
3013|what is nina dobrev nationality?|Bulgaria, Canada|Retrieval|语义优先，兼顾实体锚点
3014|which kennedy died first?|Joseph P. Kennedy, Jr.|Retrieval|结构与语义的平衡博弈
3015|what books did beverly cleary right?|A Girl from Yamhill, A girl from Yamhill, Beezu...|Retrieval|语义优先，兼顾实体锚点
3016|where to fly into bali?|Ngurah Rai International Airport|Retrieval|语义优先，兼顾实体锚点
3017|who is the prime minister of ethiopia?|Hailemariam Desalegn|Retrieval|语义优先，兼顾实体锚点
3018|what to see near sedona arizona?|Bell Rock, Cathedral Rock, Chapel of the Holy C...|Retrieval|语义优先，兼顾实体锚点
3019|what high school did president bill clinton attend?|Hot Springs High School|Retrieval|语义优先，兼顾实体锚点
3020|what form of government does russia have today?|Constitutional republic, Federal republic, Semi...|Retrieval|语义优先，兼顾实体锚点
3021|what movies does taylor lautner play in?|Abduction, Cheaper by the Dozen 2, Eclipse, Fie...|Retrieval|语义优先，兼顾实体锚点
3022|what year lebron james came to the nba?|2003–04 NBA season|Retrieval|语义优先，兼顾实体锚点
3023|which wife did king henry behead?|Anne Boleyn, Catherine Howard|Retrieval|语义优先，兼顾实体锚点
3024|who was ishmael's mom?|Hagar|Retrieval|语义优先，兼顾实体锚点
3025|what was malcolm x trying to accomplish?|African Americans' rights, Black Liberation|Retrieval|语义优先，兼顾实体锚点
3026|where are the netherlands on a world map?|Kingdom of the Netherlands|Retrieval|语义优先，兼顾实体锚点
3027|what is the president of brazil?|Dilma Rousseff|Retrieval|语义优先，兼顾实体锚点
3028|what are the major cities in france?|Paris|Retrieval|语义优先，兼顾实体锚点
3029|what city did esther live in?|Susa|Retrieval|语义优先，兼顾实体锚点
3030|what sport do the toronto maple leafs play?|Ice Hockey|Retrieval|语义优先，兼顾实体锚点
3031|what is saint nicholas known for?|St. Nicholas of Myra, Bari and Manhattan: Biogr...|Retrieval|语义优先，兼顾实体锚点
3032|what is cher's son's name?|Chaz Bono, Elijah Blue Allman|Retrieval|语义优先，兼顾实体锚点
3033|what party was andrew jackson?|Democratic Party, Democratic-Republican Party, ...|Retrieval|语义优先，兼顾实体锚点
3034|what is the name of the first harry potter novel?|Harry Potter and the Philosopher's Stone|Retrieval|结构与语义的平衡博弈
3035|what did william shakespeare do for a living?|Actor, Author, Lyricist, Playwright, Poet|Retrieval|语义优先，兼顾实体锚点
3036|what county is heathrow airport in?|Hillingdon|Retrieval|语义优先，兼顾实体锚点
3037|what movie is josh hutcherson in?|7 Days in Havana, American Splendor, Bridge to ...|Retrieval|语义优先，兼顾实体锚点
3038|where do the san francisco giants play home games?|AT&T Park|Retrieval|语义优先，兼顾实体锚点
3039|what year did william jennings bryan run for president?|1896 Democratic National Convention, 1900 Democ...|Retrieval|语义优先，兼顾实体锚点
3040|what was the name of frederick douglass book?|A Black diplomat in Haiti, A Chinese Girl Gradu...|Retrieval|语义优先，兼顾实体锚点
3041|who was queen victoria's parents called?|Prince Edward, Duke of Kent and Strathearn, Pri...|Retrieval|语义优先，兼顾实体锚点
3042|what movies did sally field win an oscar for?|Norma Rae, Places in the Heart|Retrieval|语义优先，兼顾实体锚点
3043|what is the first book sherlock holmes appeared in?|A Study in Scarlet|Comparative|结构与语义的平衡博弈
3044|what countries do people speak portuguese?|Andorra, Angola, Brazil, Canada, Cape Verde, Ch...|Retrieval|语义优先，兼顾实体锚点
3045|what are the names of walt disney kids?|Diane Disney Miller, Sharon Mae Disney|Retrieval|语义优先，兼顾实体锚点
3046|who is in the band bush?|Amir, Chris Traynor, Corey Britz, Dave Parsons,...|Retrieval|语义优先，兼顾实体锚点
3047|what was tupac name in juice?|Bishop|Retrieval|语义优先，兼顾实体锚点
3048|what timezone is australia gmt?|Australian Central Time Zone, Australian Easter...|Retrieval|语义优先，兼顾实体锚点
3049|who does maggie grace play in taken?|Kim|Retrieval|语义优先，兼顾实体锚点
3050|what style of music did louis armstrong play?|Dixieland, Jazz, Scat singing, Swing music, Tra...|Retrieval|语义优先，兼顾实体锚点
3051|what tv show did joey lawrence play on?|Blossom, Bow, Brotherly Love, Gimme a Break!, M...|Retrieval|语义优先，兼顾实体锚点
3052|what timezone is denver co?|Mountain Time Zone|Retrieval|语义优先，兼顾实体锚点
3053|what character did brian austin green play on 90210?|David Silver|Retrieval|语义优先，兼顾实体锚点
3054|where does jackie french live?|Sydney|Retrieval|语义优先，兼顾实体锚点
3055|what form of government was practiced in sparta?|Aristocracy, Diarchy, Monarchy, Republic|Retrieval|语义优先，兼顾实体锚点
3056|when did the colorado rockies go to the world series?|2007 World Series|Retrieval|语义优先，兼顾实体锚点
3057|what college did matt lauer attend?|Ohio University|Retrieval|语义优先，兼顾实体锚点
3058|where to go in london england?|Apsley House, Bank of England Museum, Barbican ...|Retrieval|语义优先，兼顾实体锚点
3059|what school did joan miro attend?|Cercle Artístic de Sant Lluc|Retrieval|语义优先，兼顾实体锚点
3060|who was vincent van gogh inspired by?|Anton Mauve, Claude Monet, Eugène Delacroix, Fe...|Retrieval|语义优先，兼顾实体锚点
3061|when did the new york knicks win a championship?|1970 NBA Finals, 1973 NBA Finals|Retrieval|语义优先，兼顾实体锚点
3062|where is jack daniels factory?|Tennessee|Retrieval|语义优先，兼顾实体锚点
3063|what language do the speak in pakistan?|English Language, Urdu Language|Retrieval|语义优先，兼顾实体锚点
3064|where is santa clara university?|California, Santa Clara, United States of America|Retrieval|语义优先，兼顾实体锚点
3065|where did timothy mcveigh go to prison?|ADX Florence|Retrieval|语义优先，兼顾实体锚点
3066|what sea does the yangtze river flow into?|East China Sea|Retrieval|语义优先，兼顾实体锚点
3067|who miley cyrus engaged to?|Liam Hemsworth|Retrieval|语义优先，兼顾实体锚点
3068|what kind of money should i take to jamaica?|Jamaican dollar|Retrieval|语义优先，兼顾实体锚点
3069|who is robert downey jr wife?|Susan Downey|Retrieval|语义优先，兼顾实体锚点
3070|where do the ny rangers play?|Madison Square Garden|Retrieval|语义优先，兼顾实体锚点
3071|where is jefferson davis buried?|Hollywood Cemetery|Retrieval|语义优先，兼顾实体锚点
3072|when will oscar pistorius compete?|Track and field athletics|Retrieval|语义优先，兼顾实体锚点
3073|what years have the dallas cowboys won the superbowl?|Super Bowl VI, Super Bowl XII, Super Bowl XXVII...|Retrieval|语义优先，兼顾实体锚点
3074|what awards has louis sachar won?|Anne V. Zarrow Award for Young Readers' Literat...|Retrieval|语义优先，兼顾实体锚点
3075|who are the current senators from missouri?|Alexander Buckner, Benjamin Gratz Brown, Bennet...|Retrieval|语义优先，兼顾实体锚点
3076|who was the president after jfk died?|Lyndon B. Johnson|Comparative|结构与语义的平衡博弈
3077|what is the best currency to take to egypt 2013?|Egyptian pound|Retrieval|语义优先，兼顾实体锚点
3078|what planes does the navy have?|Aeromarine 39, Aeromarine 40, Aeromarine 700, B...|Retrieval|语义优先，兼顾实体锚点
3079|where did benjamin franklin died?|Philadelphia|Retrieval|语义优先，兼顾实体锚点
3080|what is the local language of israel?|Arabic Language, English Language, Hebrew Langu...|Retrieval|语义优先，兼顾实体锚点
