context_id|question|answer|Type|侧重逻辑 (Rationale)
2364|What is the name of the world's largest people group whose customs and etiquette are the traditioanl behaivors observed while eating in Greater China?|The Han Chinese|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
2365|In what year was the person whose trial Sorj Chalandon won the Albert Londres Prize for his articles about born?|1913|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2366|Where was the creator of the duck who was impersonated in Little Quacker born?|Watonga, Oklahoma|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2367|What network named Norm Macdonald, the brother of Neil Macdonald, one of the 100 Greatest Stand-ups of All Time?|"Comedy Central named him #83 on the five-part miniseries ""100 Greatest Stand-ups of All Time"" ."|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2368|"What multi-purpose arena located within the MGM Grand Las Vegas on the Las Vegas Strip was the 2012 ""Billboard"" Music Awards held?"|MGM Grand Garden Arena|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2369|What American actor and producer, born 1963, did Blake LeVine collect an autograph from?|Brad Pitt|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2370|What FIFA World Cup did the referee of the 28 May 2011 football match at Wembley Stadium participate in?|2010 FIFA World Cup|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2371|For what range of years did the Disney era that Tarzan was released during last?|1989 to 1999|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
2372|City Centre and Melbourne City Centre is near what market?|Queen Victoria Market|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2373|Tim Lake is a news anchor currently at the ABC affiliate licensed to what city?|Albany, New York|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2374|Cincinnati Bearcats baseball, the varsity intercollegiate team representing the University of Cincinnati in the sport of college baseball, includes notable alumnus Sandy Koufax, who played what posiiton?|pitcher|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2375|Are the films Restrepo and Hoop Dreams both documentaries?|yes|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2376|How much money did the owner of the 165 acre drumlin or the mansion that sits on the hill donate to the construction fund for the Benjamin Stickney Cable Memorial Hospital?|$145,000|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2377|Who was Nicholas II of Russia's father?|Emperor Alexander III|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2378|Are Morten Harket and Ian Curtis members of bands which have the same musical style?|no|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2379|What animation studio founded in 2002 produced the television series El Chavo Animado?|Ánima Estudios|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2380|Interstate 20 travels through what Rockdale County city in Georgia?|Conyers|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2381|Are Melissa and Darmera vegatables|no|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2382|Which takes place farther east, The Mosuo Sisters or The Silent Historian?|The Mosuo Sisters|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2383|What Garry Marshall movie contains a scene with flying escargot?|Pretty Woman|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2384|Were Yellowcard and For Against both American pop bands?|yes|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2385|Were the buildings at 270 Park Avenue and 100 East 53rd Street both designed by Natalie de Blois?|no|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2386|Which American film, Dragonslayer or Swiss Family Robinson, was shot outside London?|Swiss Family Robinson|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2387|Which of the two European Space Agency astronauts, Jean-François Clervoy and Thomas Reiter, has participated in missions with NASA?|Jean-François André Clervoy|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2388|Which entirely Canadian-born team scored 4 points in the 1975 Stanley Cup?|1974–75 Philadelphia Flyers|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2389|Who was born first, Chaka Khan or Randy Meisner?|Randy Herman Meisner|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2390|Which film director also appeared on screen as an actor, Dziga Vertov or Frederic Zelnik?|Frederic Zelnik|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2391|The Doll Squad features what actress that had a birthday on August 26?|Francine York|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2392|Ralek Gracie is the nephew of a retired mixed martial artist who was born in which year ?|1958|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2393|Hess Corporation and Intuit, are of which country nationality?|American|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2394|What is the name of an album that features cover versions of songs off of a 1991 record by an Anglo-Irish rock band formed in Dublin in 1983?|Yellow Loveless|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2395|Arthur Machen was a Welsh author and mystic of the 1890s and early 20th century well known for his leading role in creating the legend of the Angels of Mons, a popular legend about a group of angels who supposedly protected members of what army?|the British Army|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2396|Who directed the 1997 comedy film Rya Kihlstedt was in?|Chris Columbus|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2397|Tom and Jerry: A Nutcracker Tale is an example of what type of motion picture that makes the illusion of motion and change by the rapid succession of sequential images that minimally differ from each other?|Animation|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
2398|Tye White plays Kevin Satterlee in a drama series that premiered in what date?|June 21, 2016|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2399|What Irish actress starred in War Games: At the End of the Day?|Valene Kane|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2400|Jack Milsom (22 February 1907 – 1977) was an English footballer who played in The Football League for which professional football club, based in the town of Rochdale, Greater Manchester, England, that competes in League One?|Rochdale Association Football Club|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2401|What producer who died in 1978 developed American television detective show Mannix?|Bruce Geller|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2402|Fairlane Village Mall is anchred by Boscov's, Michaels, and a company whose first department store opened in September 1962, and that went public in what year?|1992|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2403|T. Arthur Cottam received an Artistic Director Achievement Award from the Valley Theatre League for his role in this play believed to have been written in what year?|1603|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2404|An American statistician and writer who analyzes baseball cited Leip's Atlas as what?|"""preferred source for election results"""|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2405|Who is older, Peter Tscherkassky or Abel Ferrara?|Abel Ferrara|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2406|Who co-created the American live-action/animated TV series, co-produced by The Collective and the studios 14th Hour Productions, in which the American filmmaker, singer, and actor born in 1979 provides the voice of the title character?|Spencer Grove|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2407|Lucky Yates is known for his voice-over roles as Dr. Krieger on a spy sitcom created by who ?|Adam Reed|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2408|Johannes Megapolensis served for several years at the first permanent Dutch settlement in what town?|New Netherland|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2409|Petit Basset Griffon Vendéen and Toy Trawler Spaniel are both breeds of which animal?|dog|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
2410|The Argentine city Crespo holds an annual beer festival based on a German festival that began in what year?|1810|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2411|Who's the husband of the writer of The Unknown?|Michael Grant|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2412|This Is Animal Music is the debut studio album by Look Mexico, the album can easily be noted as a beginning for the band's commercial success, as it has sparked attention among major music news sources and has even got the band featured in Alternative Press as a band to look for in which year?|2007|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2413|What type of publication is The Nation, published in the United States with political and cultural news and Humbug edited by Harvey Kurtzman which features various artifacts of popular culture?|magazine|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
2414|Who wrote a letter to Orville Browning where he recognized the importance of one of the four slave states that never declared a secession in the Civil War?|Abraham Lincoln|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2415|Which host of American Top 40 referred to Jon Peter Lewis as JPL?|Ryan Seacrest|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2416|What is the English title for a song written and recorded by an Argentine duo with more than 25 million records sold worldwide?|"""Get Out of My Life, Now!"""|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2417|"The film, The Silent House (Spanish: ""La Casa Muda""), starred which actress who was also nominated for the Broadcast Film Critics Association Award for Best Actress?"|Elizabeth Olsen|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2418|When was the U.S. Senator representing Alabama died who's memoir was  When Hell Was in Session?|March 28, 2014|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2419|Which Rihanna album hosted the song c-written by Starrah?|Anti|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2420|Who is known for her research on Haitian voodoo and was a leading prose writer of the Harlem Renaissance?|Zora Neale Hurston|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2421|in 1927, Kansas Jayhawks football team played their home games in a city that had how many inhabitants in 2010 ?|87,643|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2422|What is the nationality of the singer who beat out Pour Some Sugar on Me by Def Leppard for the top spot on the US Billboard Hot 100 chart?|American|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2423|Which member of the Beeba Boys died in 1998?|Bindy Johal|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2424|"Which of the stars in  ""Iron Jawed Angels"" was born on 4 January 1965?"|Julia Ormond|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2425|How many estates are there in Great Saint James, U.S. Virgin Island owned by registered sex offender Jeffrey Epstein?|one estate|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2426|In which town was CamCutter first revealed?|Paradise and Winchester|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2427|What United States Marine Corps air station which is the home to multiple squadrons of AV-8B Harrier IIs is located at the Yuma National Airport?|Marine Corps Air Station Yuma|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2428|"Georges Favre, the French composer, was a student of which composer of ""The Sorcerer's Apprentice""?"|Paul Abraham Dukas|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2429|Bossiaea and Ferraria are both plant genus. Out of the two, which is native to Australia?|Bossiaea|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2430|Are both Matt Willis and The Mekons British?|no|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2431|Did both movies, Alice's Birthday and Eleanor's Secret, come out in the same year ?|yes|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2432|Kamarinskaya was a folk dance that shares a name with the composer who was the first in his country to be recognized for what type of music?|classical|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2433|What was the nationality of the costume designer of Homage to the Queen|English|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2434|What year did the person James Matheson received an award named for in 2011 die?|1954|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2435|Which city is the training center that a forward for Spanish side Las Palmas of La Liga located in?|Lyon|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2436|Which university graduates more number of students in a year, California Institute of Technology or Boston College?|Boston College|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2437|In what year was Adam Wilcox's cousin born?|1987|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2438|The second largest convention center on its opening in 1990 is owned by what company?|Las Vegas Sands Corporation|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2439|Which football team who plays home games at Gaylord Family Oklahoma Memorial Stadium was defeated by the Clemson Tigers at the Russell Athletic Bowl in 2014?|2014 Oklahoma Sooners football team|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2440|How many times has the titular character of LBJ, an upcoming American Political dram film directed by Rob Reiner, been nominated for the Academy Award?|two-time|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2441|Tata Movus is what type of high-roof vehicle?|Minivan|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
2442|"In what year was the artist who recorded ""Sentimental Ol' You"" born?"|1956|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2443|What is the name of the pop band founded by one of the stars of Aisa Yeh Jahaan?|Euphoria|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2444|Who is an Indian film actor and producer that co-hosted the 57th Filmfare Awards ceremony in 2012?|Saif Ali Khan|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2445|When is the American professional poker player who won the 1989 World Series of Poker born|July 16, 1964|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2446|This 72-78 passenger aircraft has parking spaces at Nakhon Si Thammarat Airport, which is how many square meters?|Total space, 2,902,400 square meters|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2447|Who was a non-fiction writer, Isaac Bashevis Singer or Alvin Toffler|Alvin Toffler|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2448|Which one of the Charlie Brown's Christmas Tales was produced by Lee Mendelson?|A Charlie Brown Christmas|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2449|When was the upper terminus of the Peak Tram funicular railway line located in a shopping complex at Victoria Gap opened?|1888|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2450|In Old Trafford, Manchester, the Ball of the Century included a cricketer by what name who is also known as a professional poker player?|Shane Warne|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2451|In what year was the president whose younger brother was a member of the United States House of Representatives for Tennessee's 6th congressional district from 1851 to 1853 born?|1795|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2452|"The 2015 American gothic romance film, Crimson Peak was co-produced by which director who also directed ""Pacific Rim""?"|Guillermo del Toro|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2453|Are Antonio Machado and Miriam Toews from the same country ?|no|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2454|What is the name of the Spanish tenor who rereleased De Mi Alma Latina?|Plácido Domingo|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2455|What team did Luis Lopez play for that is based in Montreal, Quebec?|Montreal Expos|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2456|What is a city that is set aside from the territory of any county or counties with exceptions , including a city built along the western bank of the Mississippi River, on the border with Illinois ?|independent city|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
2457|What Canadian television newsmagazine series was hosted by a Muslim Canadian author, educator, and advocate of a reformist interpretation of Islam?|QueerTelevision|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2458|"Who wrote ""House of Cards"" and Never Surrender?"|Michael Dobbs|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2459|The Zhe School was part of the Southern School, which thrived during a dynasty that ruled for how many years?|276|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2460|Which genus of plants contains a larger variety of species, Paulownia or Dendromecon?|Paulownia|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2461|Maureen Starky married Ringo Starr in 1965 and would later have an affair with which Beatle band member?|George Harrison|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2462|The Jungle Book: Alive with magic and Rivers Of Light are both nighttime shows at?|Disney's Animal Kingdom in the Walt Disney World Resort.|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2463|What county is the Moscow Hemp Fest held in?|Latah County|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2464|What do both Aealo and Rotting Christ have in common?|Greek extreme metal band|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2465|"""What About Us"" is a song by American singer and songwriter Pink, it was written by Pink, Steve Mac and John ""Johnny"" McDaid, a Northern Irish singer, songwriter, musician and record producer from where?"|Derry|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2466|Thomaz Koch and Sébastien Lareau, have which occupation in common?|tennis player|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2467|Ezhou and Quzhou are both cities located in which country?|China|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2468|The ballad with Sheryl Crowe that the album Cocky is known for was rerecorded with which country singer?|Allison Moorer|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2469|While Anatole Litvak and Kinji Fukasaku are both directors, were they both responsible for their own screenplays as well?|yes|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2470|Are the films Metropia and The Watercolor animated?|yes|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2471|Where did Jermaine Jackson's famous musical family group originate?|Gary, Indiana|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2472|Which movie starring Verna Bloom is produced by Ivan Reitman and Matty Simmons and is an American Comedy Film?|Animal House|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2473|Who was the producer of the studio album that was supported by Pearl Jam's Vs. Tour?|Brendan O'Brien|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2474|Which Walt Disney film premiered first, Secretariat or The One and Only, Genuine, Original Family Band?|The One and Only, Genuine, Original Family Band|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2475|Did the composer Charles Gounod or Mikhail Glinka live past the year 1875?|Charles-François Gounod|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2476|Henry Wilbur Palmer was a Republican member of the U.S. House of Representatives from Pennsylvania, he was the father of Bradley Palmer, a Boston lawyer known for his involvement with which brand of men's and women's safety razors, and other personal care products?|Gillette|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2477|Which breed was developed in the 1990s, Chippiparai or King Shepherd?|King Shepherd|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2478|"Which professional football club known as ""the Red Devils"" did Ernie Hine play for?"|Manchester United Football Club|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2479|Where is the company that bought the Claud Butler brand based?|Brigg, North Lincolnshire|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2480|"This ""New York Herald Tribune"" and the ""Chicago Daily News"" figure had a Pulitzer Prize in the 1960s for what category that pertains to a type of two-dimensional illustration, possibly animated?"|Editorial Cartooning|Retrieval|极度依赖语义理解，挖掘概念定义、抽象描述。
2481|"My big iron skillet was recorded and released by this american artist known as the ""Queen of Rockabilly"""|Wanda Jackson|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2482|Where is the headquarters of the designer of Apple Bandai Pippin?|Cupertino, California|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2483|Which American actor, director and producer best known for his distinctive supporting and character roles- typically lowlifes, eccentrics, bullies, and misfits – Hoffman acted in many films from the early 1990s until his death at age 46, did sister James indicate might have too much personal attention with the school's only black student Donald Miller (Joseph Foster)?|Philip Seymour Hoffman|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2484|Cannery Casino and Hotel is a locals casino in North Las Vegas, Nevada, USA, owned and operated by Boyd Gaming, Boyd Gaming Corporation is an American gaming and hospitality company based in which city in Nevada?|Paradise|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2485|The 2015 San Diego Padres season had a general manager of which former Texas Rangers assistant GM?|A. J. Preller|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2486|What mortgage and savings provider did Mr. Marks charge on Mrs. Hodgson freehold?|Cheltenham & Gloucester|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2487|Are both Tuberaria and Chimonobambusa genus of plants?|yes|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2488|Necropolis is a fantasy novel by English, novelist and screenwriter specialising in mystery and suspense writer, Anthony Horowitz, born on which date?|5 April 1955|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2489|What is the is the fourth studio album by Mexican pop-singer married to Governor of Chiapas, Manuel Velasco Coello?|Baby Blue|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2490|In what year was Gerald Ford's running mate from the 1976 United States presidential election the Republican presidential nominee?|1996|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2491|Vanessa Mesquita made the cover of a magazine established by who ?|Editora Abril|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2492|An example of one of more than 70,000 of the homes sold by Sears Catalog Home is located in what town in Arizona?|Laveen, Arizona|Retrieval|侧重高频共现证据与语义匹配，定位具体事件描述。
2493|Are both Broken Bells and Cast considered rock bands?|yes|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2494|In what year was the magazine founded, which had Jean-Louis Comolli as its editor in chief from 1966 to 1978 ?|1951|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2495|What is the nationality of the man who defeated Javier Mora in Max Schmeling Halle, Prenzlauer Berg, Berlin, Germany?|Russian|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2496|New Wave was later enhanced by this Russian superstar whose career started in what year|1965|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2497|Miki Berenyi and Phil Anselmo, are in which industry?|musician|Comparative|平衡策略：用于比较两个或多个实体属性，需要结构遍历（0.50）和语义理解比较维度（0.40）。
2498|What ideas did this Italian philosopher, poet, essayist, and philologist, who wrote the poem L'infinito, come in touch with while living in a secluded town in the conservative Papal States?|Enlightenment|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2499|Who is the husband of lady which  Camilla Luddington played her role in the Lifetime TV film?|Prince William|Relational|最高结构优先级，用于多跳路径发现和实体链遍历。
2500|what is the language spoken in brazil?|Brazilian Portuguese, Italian Language, Portuguese Language|Retrieval|侧重高频共现证据与语义匹配，定位国家语言属性。
2501|who was johnny cash's first wife?|Vivian Liberto|Relational|最高结构优先级，用于实体间婚姻关系查找。
2502|what a city in montana?|A and B Trailer Court Number One... (list truncated for brevity) ... Zurich, Montana|Relational|最高结构优先级，用于地理包含关系的实体遍历。
2503|what timezone is toronto canada?|Eastern Time Zone|Retrieval|侧重高频共现证据，定位地理时区事实。
2504|what was the milwaukee brewers old name?|Seattle Pilots|Retrieval|侧重历史事实检索与语义匹配。
2505|what type of political system does russia have?|Constitutional republic, Federal republic, Semi-presidential system|Retrieval|侧重政治实体属性与事实定义检索。
2506|what is the political system in egypt?|Provisional government, Semi-presidential system|Retrieval|侧重政治实体属性与事实定义检索。
2507|what airport is in kauai hawaii?|Dillingham Airfield... (list truncated) ... Wheeler Army Airfield|Relational|最高结构优先级，用于地理位置与设施间的关系查找。
2508|what team chris paul play for?|Los Angeles Clippers|Relational|最高结构优先级，用于人物与组织间的从属关系查找。
2509|what currency should i take to jamaica?|Jamaican dollar|Retrieval|侧重高频共现证据，定位国家货币属性。
2510|what is illinois state bird?|Northern cardinal|Retrieval|侧重高频共现证据，定位行政区划象征物属性。
2511|what three continents touch the atlantic ocean?|Europe|Relational|最高结构优先级，用于地理空间接触关系的实体遍历。
2512|what language do u speak in egypt?|Modern Standard Arabic|Retrieval|侧重高频共现证据，定位国家语言属性。
2513|what teams has lionel messi played for?|Argentina national football team, FC Barcelona, FC Barcelona B, FC Barcelona C|Relational|最高结构优先级，用于人物职业生涯的实体链遍历。
2514|what countries in north america continent?|Antigua and Barbuda... (list truncated) ... United States of America|Relational|最高结构优先级，用于地理区域包含关系的实体遍历。
2515|what time zone is colorado springs co?|Mountain Time Zone|Retrieval|侧重高频共现证据，定位地理时区事实。
2516|what school did sergio romo go to?|University of North Alabama|Relational|最高结构优先级，用于人物与教育机构的关系查找。
2517|who did adam sandler married?|Jackie Sandler|Relational|最高结构优先级，用于实体间婚姻关系查找。
2518|who play luke skywalker?|Bob Bergen, Mark Hamill|Relational|最高结构优先级，用于虚构角色与演员间的饰演关系查找。
2519|where did john howard live?|Sydney|Relational|最高结构优先级，用于人物居住地点的关系查找。
2520|what music did beethoven composed?|Classical music, Opera|Retrieval|侧重高频共现证据，定位艺术家创作风格/流派属性。
2521|what does the name rome mean?|Romulus and Remus|Retrieval|极度依赖语义理解，挖掘名称的词源或神话定义。
2522|what inspired scott fitzgerald?|Edith Wharton... (list truncated) ... T. S. Eliot|Relational|最高结构优先级，用于挖掘人物受影响的关系网络。
2523|what did george steinbrenner do?|Businessperson, Entrepreneur, Investor, Theatrical producer|Retrieval|侧重高频共现证据，定位人物职业属性描述。
2524|what influenced langston hughes to write?|Walt Whitman|Relational|最高结构优先级，用于挖掘人物受影响的关系实体。
2525|where did pablo picasso die?|Mougins|Retrieval|侧重高频共现证据，定位具体生平事件（死亡）地点。
2526|who was judy collins married to?|Louis Nelson, Peter Taylor|Relational|最高结构优先级，用于实体间婚姻关系查找。
2527|what do they speak in cambodia?|Cambodian French, French, Khmer language|Retrieval|侧重高频共现证据，定位国家语言属性。
2528|what kind of insurance does geico offer?|Fire, Marine, and Casualty Insurance, Insurance Carriers|Relational|最高结构优先级，用于商业实体与服务类型的关系查找。
2529|who is the prime minister of new zealand now?|John Key|Retrieval|侧重高频共现证据，定位特定时间点的政治角色事实。
2530|what time is nebraska now?|Central Time Zone, Mountain Time Zone|Retrieval|侧重高频共现证据，定位地理时区事实。
2531|what did nick carter sister died of?|Drug overdose|Retrieval|侧重高频共现证据，定位具体事件（死亡原因）描述。
2532|who is james dean?|Actor|Retrieval|侧重高频共现证据，定位人物身份属性。
2533|where did bob dylan live?|Duluth, Hibbing, Malibu, Minneapolis, New York City|Relational|最高结构优先级，用于人物居住地点的多跳关系查找。
2534|where did pres. obama go to school?|Columbia University... (list truncated) ... State Elementary School Menteng 01|Relational|最高结构优先级，用于人物与教育机构的关系查找。
2535|who is nina dobrev playing in perks of being a wallflower?|Candace|Relational|最高结构优先级，用于演员与角色的映射关系查找。
2536|what is there to see in barcelona?|Arc de Triomf... (list truncated) ... Tibidabo|Relational|最高结构优先级，用于地点与其包含景点之间的关系查找。
2537|who is larry ellison oracle?|Businessperson, Entrepreneur, Investor|Retrieval|侧重高频共现证据，定位人物职业与身份属性。
2538|what is the zip code for fort stockton texas?|79735|Retrieval|侧重高频共现证据，定位具体地址编码事实。
2539|what teams drafted the morris twins?|Phoenix Suns|Relational|最高结构优先级，用于运动员与选秀团队的关系查找。
2540|what state does obama come from?|Hawaii|Relational|最高结构优先级，用于人物与籍贯地的关系查找。
2541|who does tim howard play for club?|Everton F.C.|Relational|最高结构优先级，用于运动员与俱乐部的从属关系查找。
2542|what did egyptians speak?|Arabic Language... (list truncated) ... Siwi Language|Retrieval|侧重高频共现证据，定位历史或现代语言属性。
